timestamp,device,interface,event,severity,ip,message
2026-05-06 22:12:49,switch2,eth2,normal_traffic,INFO,184.9.230.77,switch2 normal traffic flow stable
2026-05-06 22:15:52,router2,eth0,interface_down,CRITICAL,2.255.154.119,router2 interface eth0 is DOWN
2026-05-06 22:15:02,router1,eth2,normal_traffic,INFO,193.214.218.21,router1 normal traffic flow stable
2026-05-06 22:14:17,firewall1,eth0,normal_traffic,INFO,186.72.161.78,firewall1 normal traffic flow stable
2026-05-06 22:14:36,firewall1,eth1,normal_traffic,INFO,119.209.251.27,firewall1 normal traffic flow stable
2026-05-06 22:13:09,router2,eth2,normal_traffic,INFO,101.10.251.152,router2 normal traffic flow stable
2026-05-06 22:14:02,router2,eth1,high_latency,WARNING,167.85.182.254,Latency spike on router2 reaching 131ms
2026-05-06 22:13:06,router1,eth2,dns_timeout,WARNING,10.138.250.167,DNS timeout resolving domain for client 10.138.250.167
2026-05-06 22:14:51,firewall1,eth2,normal_traffic,INFO,6.90.20.46,firewall1 normal traffic flow stable
2026-05-06 22:15:54,switch1,eth0,high_latency,WARNING,188.108.151.44,Latency spike on switch1 reaching 136ms
2026-05-06 22:14:03,switch1,eth2,normal_traffic,INFO,172.140.187.112,switch1 normal traffic flow stable
2026-05-06 22:12:43,switch1,wlan0,normal_traffic,INFO,67.179.169.120,switch1 normal traffic flow stable
2026-05-06 22:16:24,router2,eth0,normal_traffic,INFO,143.223.223.39,router2 normal traffic flow stable
2026-05-06 22:11:54,firewall1,wlan0,normal_traffic,INFO,132.113.235.70,firewall1 normal traffic flow stable
2026-05-06 22:11:47,switch2,eth0,interface_up,INFO,186.0.233.154,switch2 interface eth0 is UP
2026-05-06 22:14:00,router1,wlan0,normal_traffic,INFO,118.65.157.231,router1 normal traffic flow stable
2026-05-06 22:13:51,router1,eth2,packet_loss,WARNING,20.241.80.75,High packet loss detected on router1 (12%)
2026-05-06 22:11:59,switch1,wlan0,dns_timeout,WARNING,163.232.28.189,DNS timeout resolving domain for client 163.232.28.189
2026-05-06 22:14:44,switch1,eth2,normal_traffic,INFO,53.72.171.233,switch1 normal traffic flow stable
2026-05-06 22:16:14,switch1,eth1,interface_up,INFO,138.166.119.77,switch1 interface eth1 is UP
2026-05-06 22:15:50,router2,eth1,interface_down,CRITICAL,218.157.87.169,router2 interface eth1 is DOWN
2026-05-06 22:15:33,router1,eth2,interface_up,INFO,99.96.18.157,router1 interface eth2 is UP
2026-05-06 22:11:53,firewall1,eth0,normal_traffic,INFO,145.228.240.75,firewall1 normal traffic flow stable
2026-05-06 22:13:26,switch1,eth0,normal_traffic,INFO,158.127.78.85,switch1 normal traffic flow stable
2026-05-06 22:15:48,switch2,eth0,normal_traffic,INFO,137.215.135.116,switch2 normal traffic flow stable
2026-05-06 22:12:35,firewall1,eth0,normal_traffic,INFO,69.26.79.92,firewall1 normal traffic flow stable
2026-05-06 22:13:57,firewall1,eth2,interface_up,INFO,62.179.226.7,firewall1 interface eth2 is UP
2026-05-06 22:11:54,router2,eth1,packet_loss,WARNING,194.65.14.57,High packet loss detected on router2 (6%)
2026-05-06 22:16:08,switch2,wlan0,interface_up,INFO,84.241.195.231,switch2 interface wlan0 is UP
2026-05-06 22:12:18,router1,eth2,normal_traffic,INFO,3.176.30.253,router1 normal traffic flow stable
2026-05-06 22:12:56,switch1,eth2,high_latency,WARNING,117.186.200.192,Latency spike on switch1 reaching 233ms
2026-05-06 22:14:26,router2,eth1,normal_traffic,INFO,216.113.177.187,router2 normal traffic flow stable
2026-05-06 22:11:48,router2,wlan0,dhcp_failure,CRITICAL,85.17.132.229,DHCP request failed from client 85.17.132.229
2026-05-06 22:15:40,router1,wlan0,cpu_spike,WARNING,187.124.4.156,router1 CPU usage at 81%
2026-05-06 22:13:23,switch2,eth0,high_latency,WARNING,167.222.59.174,Latency spike on switch2 reaching 287ms
2026-05-06 22:15:42,router2,eth0,normal_traffic,INFO,220.141.95.184,router2 normal traffic flow stable
2026-05-06 22:12:05,switch1,eth1,interface_up,INFO,37.20.104.52,switch1 interface eth1 is UP
2026-05-06 22:11:56,router2,eth2,normal_traffic,INFO,54.38.56.77,router2 normal traffic flow stable
2026-05-06 22:14:24,switch2,eth0,dhcp_failure,CRITICAL,165.97.21.51,DHCP request failed from client 165.97.21.51
2026-05-06 22:15:13,firewall1,eth2,normal_traffic,INFO,221.170.101.21,firewall1 normal traffic flow stable
2026-05-06 22:15:24,firewall1,eth2,normal_traffic,INFO,204.187.225.21,firewall1 normal traffic flow stable
2026-05-06 22:12:07,switch1,wlan0,packet_loss,WARNING,34.56.208.213,High packet loss detected on switch1 (22%)
2026-05-06 22:12:54,firewall1,wlan0,normal_traffic,INFO,63.53.172.127,firewall1 normal traffic flow stable
2026-05-06 22:11:29,router1,eth1,packet_loss,WARNING,74.85.55.50,High packet loss detected on router1 (11%)
2026-05-06 22:13:15,router2,wlan0,normal_traffic,INFO,10.159.131.47,router2 normal traffic flow stable
2026-05-06 22:12:12,switch2,wlan0,packet_loss,WARNING,217.172.17.75,High packet loss detected on switch2 (17%)
2026-05-06 22:12:23,switch2,eth2,high_latency,WARNING,65.203.33.145,Latency spike on switch2 reaching 149ms
2026-05-06 22:12:32,switch1,eth0,normal_traffic,INFO,184.66.117.126,switch1 normal traffic flow stable
2026-05-06 22:16:25,router2,eth1,normal_traffic,INFO,19.180.216.13,router2 normal traffic flow stable
2026-05-06 22:15:50,router1,eth0,interface_up,INFO,21.191.236.96,router1 interface eth0 is UP
2026-05-06 22:14:53,router2,eth2,normal_traffic,INFO,223.57.50.91,router2 normal traffic flow stable
2026-05-06 22:14:31,switch2,wlan0,normal_traffic,INFO,206.254.202.27,switch2 normal traffic flow stable
2026-05-06 22:13:13,switch2,eth1,normal_traffic,INFO,102.165.82.139,switch2 normal traffic flow stable
2026-05-06 22:12:58,firewall1,eth1,normal_traffic,INFO,71.160.207.18,firewall1 normal traffic flow stable
2026-05-06 22:11:59,router2,eth0,normal_traffic,INFO,119.50.17.228,router2 normal traffic flow stable
2026-05-06 22:13:42,router1,eth0,interface_up,INFO,184.84.31.169,router1 interface eth0 is UP
2026-05-06 22:14:02,switch1,eth0,normal_traffic,INFO,89.153.20.134,switch1 normal traffic flow stable
2026-05-06 22:13:04,router1,wlan0,normal_traffic,INFO,6.204.126.73,router1 normal traffic flow stable
2026-05-06 22:15:06,switch2,eth0,packet_loss,WARNING,54.3.77.167,High packet loss detected on switch2 (33%)
2026-05-06 22:13:50,router1,wlan0,interface_up,INFO,37.154.158.35,router1 interface wlan0 is UP
2026-05-06 22:13:02,switch1,wlan0,high_latency,WARNING,106.194.70.247,Latency spike on switch1 reaching 367ms
2026-05-06 22:15:37,switch2,eth0,normal_traffic,INFO,169.62.202.131,switch2 normal traffic flow stable
2026-05-06 22:13:49,switch2,eth2,normal_traffic,INFO,91.110.128.233,switch2 normal traffic flow stable
2026-05-06 22:14:16,switch1,wlan0,normal_traffic,INFO,187.77.147.114,switch1 normal traffic flow stable
2026-05-06 22:12:44,firewall1,eth0,high_latency,WARNING,82.207.245.131,Latency spike on firewall1 reaching 359ms
2026-05-06 22:12:38,router1,wlan0,normal_traffic,INFO,178.71.52.203,router1 normal traffic flow stable
2026-05-06 22:14:41,router2,wlan0,normal_traffic,INFO,106.6.180.59,router2 normal traffic flow stable
2026-05-06 22:15:09,switch1,eth2,normal_traffic,INFO,134.230.4.45,switch1 normal traffic flow stable
2026-05-06 22:15:48,firewall1,wlan0,cpu_spike,WARNING,201.143.124.4,firewall1 CPU usage at 90%
2026-05-06 22:12:51,switch2,eth1,dhcp_failure,CRITICAL,19.231.169.78,DHCP request failed from client 19.231.169.78
2026-05-06 22:13:15,switch2,eth1,normal_traffic,INFO,58.178.118.124,switch2 normal traffic flow stable
2026-05-06 22:13:48,router2,wlan0,normal_traffic,INFO,99.42.103.238,router2 normal traffic flow stable
2026-05-06 22:15:04,switch1,eth0,normal_traffic,INFO,79.125.79.123,switch1 normal traffic flow stable
2026-05-06 22:14:46,firewall1,eth1,normal_traffic,INFO,203.216.90.68,firewall1 normal traffic flow stable
2026-05-06 22:13:11,switch2,eth1,packet_loss,WARNING,141.178.227.83,High packet loss detected on switch2 (37%)
2026-05-06 22:13:27,router1,eth1,normal_traffic,INFO,217.74.174.173,router1 normal traffic flow stable
2026-05-06 22:12:06,switch2,eth2,normal_traffic,INFO,209.49.113.59,switch2 normal traffic flow stable
2026-05-06 22:14:12,router2,eth1,normal_traffic,INFO,23.60.27.37,router2 normal traffic flow stable
2026-05-06 22:11:54,switch1,eth2,normal_traffic,INFO,138.13.168.100,switch1 normal traffic flow stable
2026-05-06 22:13:44,firewall1,wlan0,normal_traffic,INFO,13.206.57.229,firewall1 normal traffic flow stable
2026-05-06 22:12:04,firewall1,eth0,normal_traffic,INFO,5.39.49.184,firewall1 normal traffic flow stable
2026-05-06 22:14:25,router2,wlan0,normal_traffic,INFO,195.254.31.48,router2 normal traffic flow stable
2026-05-06 22:11:36,firewall1,eth2,normal_traffic,INFO,98.93.147.69,firewall1 normal traffic flow stable
2026-05-06 22:14:50,switch1,eth2,normal_traffic,INFO,192.75.153.238,switch1 normal traffic flow stable
2026-05-06 22:13:57,firewall1,eth0,normal_traffic,INFO,2.140.207.154,firewall1 normal traffic flow stable
2026-05-06 22:11:41,router2,eth2,normal_traffic,INFO,7.123.72.83,router2 normal traffic flow stable
2026-05-06 22:15:16,router1,eth1,dhcp_failure,CRITICAL,38.37.100.3,DHCP request failed from client 38.37.100.3
2026-05-06 22:15:04,switch2,wlan0,normal_traffic,INFO,180.16.207.224,switch2 normal traffic flow stable
2026-05-06 22:15:45,router2,wlan0,normal_traffic,INFO,115.188.132.228,router2 normal traffic flow stable
2026-05-06 22:16:19,router2,eth2,normal_traffic,INFO,149.10.194.1,router2 normal traffic flow stable
2026-05-06 22:11:38,switch1,wlan0,normal_traffic,INFO,120.120.250.179,switch1 normal traffic flow stable
2026-05-06 22:11:41,switch2,eth2,normal_traffic,INFO,44.132.99.46,switch2 normal traffic flow stable
2026-05-06 22:14:21,router2,eth0,normal_traffic,INFO,165.102.178.16,router2 normal traffic flow stable
2026-05-06 22:12:18,router1,eth2,normal_traffic,INFO,106.94.53.153,router1 normal traffic flow stable
2026-05-06 22:16:01,router2,eth2,high_latency,WARNING,186.253.74.78,Latency spike on router2 reaching 498ms
2026-05-06 22:12:11,firewall1,eth0,normal_traffic,INFO,16.233.83.31,firewall1 normal traffic flow stable
2026-05-06 22:15:27,router2,eth1,interface_up,INFO,12.121.101.196,router2 interface eth1 is UP
2026-05-06 22:16:15,firewall1,eth0,normal_traffic,INFO,205.168.96.198,firewall1 normal traffic flow stable
2026-05-06 22:13:57,router2,wlan0,normal_traffic,INFO,210.20.220.1,router2 normal traffic flow stable
2026-05-06 22:13:20,router2,eth2,normal_traffic,INFO,113.210.69.213,router2 normal traffic flow stable
2026-05-06 22:16:12,switch2,eth1,normal_traffic,INFO,62.94.236.148,switch2 normal traffic flow stable
2026-05-06 22:13:46,firewall1,eth2,dns_timeout,WARNING,86.81.139.46,DNS timeout resolving domain for client 86.81.139.46
2026-05-06 22:12:51,switch2,eth2,normal_traffic,INFO,169.30.7.252,switch2 normal traffic flow stable
2026-05-06 22:13:57,firewall1,eth0,cpu_spike,WARNING,69.163.246.234,firewall1 CPU usage at 81%
2026-05-06 22:13:00,firewall1,eth1,normal_traffic,INFO,165.23.30.206,firewall1 normal traffic flow stable
2026-05-06 22:14:58,firewall1,eth1,interface_up,INFO,120.243.227.153,firewall1 interface eth1 is UP
2026-05-06 22:15:52,router2,eth1,normal_traffic,INFO,94.55.95.19,router2 normal traffic flow stable
2026-05-06 22:12:29,firewall1,eth1,high_latency,WARNING,66.218.160.8,Latency spike on firewall1 reaching 403ms
2026-05-06 22:15:44,router2,eth2,normal_traffic,INFO,218.184.135.77,router2 normal traffic flow stable
2026-05-06 22:13:33,router2,wlan0,high_latency,WARNING,184.211.33.123,Latency spike on router2 reaching 238ms
2026-05-06 22:16:22,router1,wlan0,normal_traffic,INFO,32.237.148.21,router1 normal traffic flow stable
2026-05-06 22:14:06,switch2,eth0,packet_loss,WARNING,73.248.9.178,High packet loss detected on switch2 (37%)
2026-05-06 22:15:15,router1,eth1,normal_traffic,INFO,152.192.32.102,router1 normal traffic flow stable
2026-05-06 22:12:52,firewall1,eth2,normal_traffic,INFO,194.41.100.229,firewall1 normal traffic flow stable
2026-05-06 22:14:48,switch2,eth0,normal_traffic,INFO,52.6.73.112,switch2 normal traffic flow stable
2026-05-06 22:16:23,firewall1,eth2,normal_traffic,INFO,29.133.180.71,firewall1 normal traffic flow stable
2026-05-06 22:14:11,router1,eth1,normal_traffic,INFO,180.145.252.63,router1 normal traffic flow stable
2026-05-06 22:14:03,switch1,eth2,normal_traffic,INFO,71.253.61.2,switch1 normal traffic flow stable
2026-05-06 22:11:55,switch2,eth0,normal_traffic,INFO,30.212.44.104,switch2 normal traffic flow stable
2026-05-06 22:12:22,router1,wlan0,interface_down,CRITICAL,176.103.102.90,router1 interface wlan0 is DOWN
2026-05-06 22:12:17,router2,eth2,cpu_spike,WARNING,93.181.5.117,router2 CPU usage at 95%
2026-05-06 22:14:17,switch2,eth2,normal_traffic,INFO,71.28.183.153,switch2 normal traffic flow stable
2026-05-06 22:11:45,switch1,eth2,interface_down,CRITICAL,71.144.10.232,switch1 interface eth2 is DOWN
2026-05-06 22:12:50,switch2,eth1,normal_traffic,INFO,21.96.176.47,switch2 normal traffic flow stable
2026-05-06 22:15:06,switch2,eth1,packet_loss,WARNING,35.223.156.7,High packet loss detected on switch2 (10%)
2026-05-06 22:14:20,firewall1,eth1,normal_traffic,INFO,188.3.180.79,firewall1 normal traffic flow stable
2026-05-06 22:13:01,firewall1,eth2,normal_traffic,INFO,120.199.126.63,firewall1 normal traffic flow stable
2026-05-06 22:12:29,firewall1,eth1,cpu_spike,WARNING,53.174.137.153,firewall1 CPU usage at 88%
2026-05-06 22:11:38,router1,eth1,high_latency,WARNING,161.111.125.110,Latency spike on router1 reaching 369ms
2026-05-06 22:14:59,switch2,eth1,normal_traffic,INFO,22.21.103.69,switch2 normal traffic flow stable
2026-05-06 22:13:39,router2,wlan0,interface_up,INFO,120.206.242.182,router2 interface wlan0 is UP
2026-05-06 22:14:44,router1,eth2,cpu_spike,WARNING,124.74.252.132,router1 CPU usage at 81%
2026-05-06 22:12:03,firewall1,eth2,normal_traffic,INFO,12.238.65.133,firewall1 normal traffic flow stable
2026-05-06 22:12:42,switch2,eth1,normal_traffic,INFO,145.22.140.248,switch2 normal traffic flow stable
2026-05-06 22:12:20,router2,eth1,normal_traffic,INFO,149.89.133.41,router2 normal traffic flow stable
2026-05-06 22:14:06,switch1,eth1,packet_loss,WARNING,42.47.83.186,High packet loss detected on switch1 (30%)
2026-05-06 22:14:48,switch1,eth0,normal_traffic,INFO,153.62.231.151,switch1 normal traffic flow stable
2026-05-06 22:12:51,switch1,wlan0,normal_traffic,INFO,20.214.234.192,switch1 normal traffic flow stable
2026-05-06 22:13:16,switch2,eth2,normal_traffic,INFO,154.27.161.10,switch2 normal traffic flow stable
2026-05-06 22:12:49,firewall1,eth1,interface_up,INFO,74.75.247.157,firewall1 interface eth1 is UP
2026-05-06 22:13:35,switch2,eth0,high_latency,WARNING,167.207.155.94,Latency spike on switch2 reaching 395ms
2026-05-06 22:13:41,switch2,eth2,normal_traffic,INFO,173.161.116.23,switch2 normal traffic flow stable
2026-05-06 22:15:46,switch2,eth2,packet_loss,WARNING,29.142.107.237,High packet loss detected on switch2 (13%)
2026-05-06 22:11:44,router1,eth1,normal_traffic,INFO,219.90.72.229,router1 normal traffic flow stable
2026-05-06 22:12:09,switch2,eth2,high_latency,WARNING,6.98.200.169,Latency spike on switch2 reaching 441ms
2026-05-06 22:11:27,router2,eth2,interface_down,CRITICAL,16.72.186.124,router2 interface eth2 is DOWN
2026-05-06 22:15:18,switch2,eth1,normal_traffic,INFO,208.122.47.152,switch2 normal traffic flow stable
2026-05-06 22:12:36,switch1,eth1,cpu_spike,WARNING,9.140.79.194,switch1 CPU usage at 96%
2026-05-06 22:16:13,firewall1,wlan0,high_latency,WARNING,192.8.228.192,Latency spike on firewall1 reaching 464ms
2026-05-06 22:14:42,router1,eth0,interface_down,CRITICAL,66.179.203.65,router1 interface eth0 is DOWN
2026-05-06 22:16:11,switch1,wlan0,normal_traffic,INFO,83.88.111.252,switch1 normal traffic flow stable
2026-05-06 22:12:26,switch1,wlan0,interface_up,INFO,150.204.249.171,switch1 interface wlan0 is UP
2026-05-06 22:14:15,switch1,wlan0,normal_traffic,INFO,125.229.143.163,switch1 normal traffic flow stable
2026-05-06 22:14:30,firewall1,eth0,normal_traffic,INFO,208.38.106.197,firewall1 normal traffic flow stable
2026-05-06 22:13:09,firewall1,eth0,normal_traffic,INFO,116.69.121.205,firewall1 normal traffic flow stable
2026-05-06 22:14:21,router2,eth2,normal_traffic,INFO,79.114.19.88,router2 normal traffic flow stable
2026-05-06 22:11:36,router2,wlan0,normal_traffic,INFO,202.86.3.116,router2 normal traffic flow stable
2026-05-06 22:12:47,switch2,eth1,interface_up,INFO,191.44.9.204,switch2 interface eth1 is UP
2026-05-06 22:12:11,switch1,eth1,normal_traffic,INFO,167.66.153.111,switch1 normal traffic flow stable
2026-05-06 22:15:09,firewall1,wlan0,normal_traffic,INFO,24.160.125.240,firewall1 normal traffic flow stable
2026-05-06 22:14:22,router2,eth0,interface_up,INFO,20.135.62.46,router2 interface eth0 is UP
2026-05-06 22:12:23,firewall1,wlan0,dhcp_failure,CRITICAL,134.234.203.9,DHCP request failed from client 134.234.203.9
2026-05-06 22:11:50,firewall1,eth0,normal_traffic,INFO,126.217.176.224,firewall1 normal traffic flow stable
2026-05-06 22:12:10,firewall1,wlan0,normal_traffic,INFO,134.84.21.101,firewall1 normal traffic flow stable
2026-05-06 22:12:43,firewall1,eth0,high_latency,WARNING,193.23.249.103,Latency spike on firewall1 reaching 178ms
2026-05-06 22:16:23,firewall1,eth2,normal_traffic,INFO,176.119.163.198,firewall1 normal traffic flow stable
2026-05-06 22:13:21,router2,eth0,normal_traffic,INFO,200.177.25.133,router2 normal traffic flow stable
2026-05-06 22:11:29,firewall1,eth0,interface_down,CRITICAL,69.197.122.142,firewall1 interface eth0 is DOWN
2026-05-06 22:12:18,router2,eth2,normal_traffic,INFO,109.158.42.174,router2 normal traffic flow stable
2026-05-06 22:15:26,router1,eth1,normal_traffic,INFO,90.167.248.30,router1 normal traffic flow stable
2026-05-06 22:15:35,router1,eth1,dhcp_failure,CRITICAL,61.1.250.194,DHCP request failed from client 61.1.250.194
2026-05-06 22:14:27,switch1,eth2,normal_traffic,INFO,20.162.90.49,switch1 normal traffic flow stable
2026-05-06 22:11:48,switch1,eth1,normal_traffic,INFO,30.161.42.234,switch1 normal traffic flow stable
2026-05-06 22:12:56,firewall1,eth0,cpu_spike,WARNING,134.28.157.125,firewall1 CPU usage at 83%
2026-05-06 22:12:58,router2,eth0,normal_traffic,INFO,28.254.151.112,router2 normal traffic flow stable
2026-05-06 22:15:24,switch1,eth2,interface_up,INFO,157.194.60.82,switch1 interface eth2 is UP
2026-05-06 22:13:08,router2,eth1,normal_traffic,INFO,213.53.240.115,router2 normal traffic flow stable
2026-05-06 22:13:31,router2,eth2,high_latency,WARNING,30.161.14.14,Latency spike on router2 reaching 405ms
2026-05-06 22:15:30,router1,eth1,normal_traffic,INFO,200.235.32.120,router1 normal traffic flow stable
2026-05-06 22:15:49,router1,eth2,normal_traffic,INFO,203.142.248.168,router1 normal traffic flow stable
2026-05-06 22:13:29,firewall1,eth1,interface_up,INFO,10.135.138.100,firewall1 interface eth1 is UP
2026-05-06 22:13:00,firewall1,eth1,normal_traffic,INFO,153.233.141.171,firewall1 normal traffic flow stable
2026-05-06 22:15:23,switch2,eth2,packet_loss,WARNING,42.17.130.137,High packet loss detected on switch2 (31%)
2026-05-06 22:13:25,switch2,wlan0,normal_traffic,INFO,94.60.192.73,switch2 normal traffic flow stable
2026-05-06 22:15:09,switch1,wlan0,normal_traffic,INFO,160.21.81.227,switch1 normal traffic flow stable
2026-05-06 22:14:37,firewall1,eth1,normal_traffic,INFO,7.85.144.98,firewall1 normal traffic flow stable
2026-05-06 22:15:55,firewall1,eth0,dhcp_failure,CRITICAL,147.226.71.112,DHCP request failed from client 147.226.71.112
2026-05-06 22:13:00,firewall1,wlan0,normal_traffic,INFO,120.113.107.4,firewall1 normal traffic flow stable
2026-05-06 22:12:19,firewall1,wlan0,dhcp_failure,CRITICAL,203.35.198.172,DHCP request failed from client 203.35.198.172
2026-05-06 22:13:43,router1,eth1,normal_traffic,INFO,198.120.120.182,router1 normal traffic flow stable
2026-05-06 22:12:54,switch2,eth1,interface_up,INFO,145.106.65.177,switch2 interface eth1 is UP
2026-05-06 22:13:34,switch2,eth1,interface_up,INFO,10.97.117.201,switch2 interface eth1 is UP
2026-05-06 22:15:08,switch1,eth2,normal_traffic,INFO,87.215.196.8,switch1 normal traffic flow stable
2026-05-06 22:12:46,switch2,eth1,normal_traffic,INFO,152.90.171.103,switch2 normal traffic flow stable
2026-05-06 22:14:39,router2,eth0,interface_down,CRITICAL,37.8.195.115,router2 interface eth0 is DOWN
2026-05-06 22:12:02,switch2,wlan0,interface_up,INFO,107.170.124.229,switch2 interface wlan0 is UP
2026-05-06 22:11:28,router1,eth0,normal_traffic,INFO,137.81.226.167,router1 normal traffic flow stable
2026-05-06 22:16:08,router1,eth2,normal_traffic,INFO,9.10.249.223,router1 normal traffic flow stable
2026-05-06 22:14:52,switch1,wlan0,normal_traffic,INFO,198.95.156.25,switch1 normal traffic flow stable
2026-05-06 22:12:47,router1,eth0,normal_traffic,INFO,65.140.188.60,router1 normal traffic flow stable
2026-05-06 22:14:46,firewall1,eth2,packet_loss,WARNING,170.15.58.184,High packet loss detected on firewall1 (6%)
2026-05-06 22:15:41,router2,eth1,normal_traffic,INFO,106.34.175.93,router2 normal traffic flow stable
2026-05-06 22:14:53,switch2,eth0,normal_traffic,INFO,173.234.211.252,switch2 normal traffic flow stable
2026-05-06 22:16:20,router2,eth0,normal_traffic,INFO,38.128.239.65,router2 normal traffic flow stable
2026-05-06 22:16:16,firewall1,eth2,normal_traffic,INFO,28.233.136.235,firewall1 normal traffic flow stable
2026-05-06 22:12:31,switch1,eth2,packet_loss,WARNING,16.90.75.68,High packet loss detected on switch1 (18%)
2026-05-06 22:13:46,router2,eth0,normal_traffic,INFO,164.135.31.38,router2 normal traffic flow stable
2026-05-06 22:11:40,firewall1,eth0,normal_traffic,INFO,8.3.216.149,firewall1 normal traffic flow stable
2026-05-06 22:15:24,firewall1,eth2,normal_traffic,INFO,34.6.76.236,firewall1 normal traffic flow stable
2026-05-06 22:11:29,switch1,eth2,normal_traffic,INFO,15.7.164.208,switch1 normal traffic flow stable
2026-05-06 22:12:08,switch2,wlan0,interface_up,INFO,56.22.230.235,switch2 interface wlan0 is UP
2026-05-06 22:16:22,switch1,wlan0,packet_loss,WARNING,132.134.95.75,High packet loss detected on switch1 (15%)
2026-05-06 22:13:43,router1,eth0,normal_traffic,INFO,137.75.90.152,router1 normal traffic flow stable
2026-05-06 22:11:37,switch2,wlan0,normal_traffic,INFO,108.57.235.41,switch2 normal traffic flow stable
2026-05-06 22:14:06,router2,eth0,normal_traffic,INFO,93.116.64.60,router2 normal traffic flow stable
2026-05-06 22:13:59,router2,eth0,interface_up,INFO,135.127.142.139,router2 interface eth0 is UP
2026-05-06 22:12:21,firewall1,eth0,normal_traffic,INFO,59.157.81.175,firewall1 normal traffic flow stable
2026-05-06 22:12:36,router1,wlan0,normal_traffic,INFO,142.84.63.10,router1 normal traffic flow stable
2026-05-06 22:12:47,switch1,eth0,normal_traffic,INFO,214.20.30.208,switch1 normal traffic flow stable
2026-05-06 22:14:47,switch1,eth0,interface_up,INFO,123.201.200.247,switch1 interface eth0 is UP
2026-05-06 22:13:20,router1,eth2,normal_traffic,INFO,156.230.192.113,router1 normal traffic flow stable
2026-05-06 22:12:16,router1,eth1,normal_traffic,INFO,184.213.63.67,router1 normal traffic flow stable
2026-05-06 22:15:02,router2,eth1,normal_traffic,INFO,201.225.52.254,router2 normal traffic flow stable
2026-05-06 22:15:45,switch2,wlan0,normal_traffic,INFO,110.58.156.173,switch2 normal traffic flow stable
2026-05-06 22:15:20,firewall1,wlan0,interface_down,CRITICAL,211.234.249.129,firewall1 interface wlan0 is DOWN
2026-05-06 22:12:53,router1,eth2,packet_loss,WARNING,176.99.229.104,High packet loss detected on router1 (29%)
2026-05-06 22:13:30,firewall1,eth2,normal_traffic,INFO,184.144.11.236,firewall1 normal traffic flow stable
2026-05-06 22:13:09,switch2,eth1,dhcp_failure,CRITICAL,175.24.86.91,DHCP request failed from client 175.24.86.91
2026-05-06 22:12:20,router2,eth2,normal_traffic,INFO,43.202.47.156,router2 normal traffic flow stable
2026-05-06 22:12:44,switch1,eth1,normal_traffic,INFO,181.24.156.58,switch1 normal traffic flow stable
2026-05-06 22:12:36,switch2,eth2,normal_traffic,INFO,165.103.68.170,switch2 normal traffic flow stable
2026-05-06 22:12:51,switch1,eth2,high_latency,WARNING,94.110.190.254,Latency spike on switch1 reaching 164ms
2026-05-06 22:14:51,switch2,eth1,normal_traffic,INFO,178.104.221.167,switch2 normal traffic flow stable
2026-05-06 22:11:57,router2,eth1,normal_traffic,INFO,152.8.185.60,router2 normal traffic flow stable
2026-05-06 22:12:34,switch2,eth2,normal_traffic,INFO,83.84.245.51,switch2 normal traffic flow stable
2026-05-06 22:12:22,router1,eth0,normal_traffic,INFO,148.243.166.72,router1 normal traffic flow stable
2026-05-06 22:13:26,router1,eth2,dns_timeout,WARNING,79.169.106.74,DNS timeout resolving domain for client 79.169.106.74
2026-05-06 22:13:03,router2,eth0,high_latency,WARNING,117.18.11.2,Latency spike on router2 reaching 352ms
2026-05-06 22:14:25,switch2,wlan0,normal_traffic,INFO,92.105.63.144,switch2 normal traffic flow stable
2026-05-06 22:12:55,router2,eth0,normal_traffic,INFO,52.70.33.130,router2 normal traffic flow stable
2026-05-06 22:15:12,router2,eth0,normal_traffic,INFO,67.87.178.65,router2 normal traffic flow stable
2026-05-06 22:16:25,router2,wlan0,packet_loss,WARNING,130.79.45.219,High packet loss detected on router2 (38%)
2026-05-06 22:15:34,router1,eth0,normal_traffic,INFO,124.56.213.127,router1 normal traffic flow stable
2026-05-06 22:16:19,router2,wlan0,interface_up,INFO,202.185.113.152,router2 interface wlan0 is UP
2026-05-06 22:13:10,router1,eth0,interface_down,CRITICAL,105.24.201.86,router1 interface eth0 is DOWN
2026-05-06 22:13:10,switch1,wlan0,normal_traffic,INFO,220.111.172.210,switch1 normal traffic flow stable
2026-05-06 22:14:19,router1,wlan0,normal_traffic,INFO,177.236.221.240,router1 normal traffic flow stable
2026-05-06 22:14:21,firewall1,eth2,normal_traffic,INFO,113.173.39.16,firewall1 normal traffic flow stable
2026-05-06 22:16:09,switch1,eth1,cpu_spike,WARNING,120.85.36.42,switch1 CPU usage at 84%
2026-05-06 22:14:40,router2,eth1,normal_traffic,INFO,138.23.27.238,router2 normal traffic flow stable
2026-05-06 22:12:15,firewall1,eth1,packet_loss,WARNING,219.221.201.26,High packet loss detected on firewall1 (35%)
2026-05-06 22:11:50,router1,eth2,dns_timeout,WARNING,42.76.224.26,DNS timeout resolving domain for client 42.76.224.26
2026-05-06 22:12:52,firewall1,eth2,packet_loss,WARNING,153.226.22.132,High packet loss detected on firewall1 (18%)
2026-05-06 22:13:28,router1,eth2,normal_traffic,INFO,143.226.91.120,router1 normal traffic flow stable
2026-05-06 22:12:45,firewall1,wlan0,packet_loss,WARNING,147.10.230.178,High packet loss detected on firewall1 (5%)
